帖子编号,固定链接,发布消息,类型,国家/地区,语言,发了帖子,受众定位,广告发布期间帖子总覆盖人数,广告发布期间帖子自然覆盖人数,广告发布期间帖子付费覆盖人数,广告发布期间帖子总展示次数,广告发布期间帖子自然展示次数,广告发布期间帖子付费展示次数,广告发布期间互动用户人数,广告发布期间帖子消费者人数,广告发布期间帖子使用量,广告发布期间的负面反馈,广告发布期间用户负面反馈次数,广告发布期间帖子对赞主页用户的展示次数,广告发布期间帖子覆盖人数（按赞主页的用户）,广告发布期间帖子对赞主页用户的展示次数,广告发布期间帖子对赞主页用户的付费覆盖人数,广告发布期间赞主页和与帖子互动的用户人数,"广告发布期间 95% 自然观看量","广告发布期间 95% 自然观看量","广告发布期间 95% 视频付费观看量","广告发布期间 95% 视频付费观看量",广告发布期间视频自然观看量,广告发布期间视频自然观看量,广告发布期间视频付费观看量,广告发布期间视频付费观看量,广告发布期间的视频平均观看时间,视频总时长,"广告发布期间（帖子）谈论次数（按操作类型） - share","广告发布期间（帖子）谈论次数（按操作类型） - like","广告发布期间（帖子）谈论次数（按操作类型） - comment","广告发布期间的帖子动态（按操作类型） - share","广告发布期间的帖子动态（按操作类型） - like","广告发布期间的帖子动态（按操作类型） - comment","广告发布期间帖子消费者（按类型） - other clicks","广告发布期间帖子消费者（按类型） - photo view","广告发布期间帖子消费者（按类型） - video play","广告发布期间帖子消费者（按类型） - link clicks","广告发布期间帖子使用量 - 按类型 - other clicks","广告发布期间帖子使用量 - 按类型 - photo view","广告发布期间帖子使用量 - 按类型 - video play","广告发布期间帖子使用量 - 按类型 - link clicks","广告发布期间用户负面反馈次数 - 按类型 - hide_clicks","广告发布期间用户负面反馈次数 - 按类型 - hide_all_clicks","广告发布期间用户负面反馈次数 - 按类型 - unlike_page_clicks","广告发布期间用户负面反馈次数 - 按类型 - report_spam_clicks","广告发布期间的负面反馈 - hide_clicks","广告发布期间的负面反馈 - hide_all_clicks","广告发布期间的负面反馈 - unlike_page_clicks","广告发布期间的负面反馈 - report_spam_clicks"
169799706487474_1244732668994167,https://www.facebook.com/CGTNFrancais/posts/1244732668994167,"Suivez-nous sur Instagram : cgtnfrancais ! 

📚Une tour gigantesque construite avec... des livres !

De quoi impressionner les rats de bibliothèque ! La gigantesque tour de livres nouvellement construite dans la ville de Xi'an, dans la province du Shaanxi, au nord-ouest de la Chine mesure 11 mètres de haut. Construite en un mois, la «Tour de la connaissance» a été réalisée avec 14 tonnes de livres et se compose d'une planche en fer, sur laquelle ont été collés ensemble les livres, avec une structure en spirale. La tour a été érigée dans un collège de design affilié à l'université d'architecture et de technologie de Xi'an.",Photo,,,"01/23/2018 03:34:00 AM"," ",127887,126463,0,225949,223175,0,4694,3666,4304,11,12,220772,124407,0,0,4560,0,0,0,0,0,0,0,0,0,0,51,1212,17,54,1212,21,1033,2831,,,1250,3054,,,6,6,,,5,6,,
169799706487474_1244710852329682,https://www.facebook.com/CGTNFrancais/posts/1244710852329682,"#19eCongrèsDuPCC &quot;Quand la Voie céleste prévaut, l'esprit public règne sur Terre.&quot;",Photo,,,"01/23/2018 03:30:00 AM"," ",30878,30798,0,54561,54450,0,591,372,414,5,6,53661,30253,0,0,572,0,0,0,0,0,0,0,0,0,0,5,229,,6,231,,133,255,,,155,259,,,3,3,,,3,3,,
169799706487474_1244820252318742,https://www.facebook.com/CGTNFrancais/posts/1244820252318742,"La crue de la Seine à Paris devrait atteindre vendredi 26 janvier un pic équivalent à celui de juin 2016, soit environ 6,10 mètres, a-t-on appris mardi auprès de Vigicrues.

Le niveau de la Seine a atteint 4,48 mètres lundi à l'échelle du pont d'Austerlitz, avait-on appris dans un communiqué de la préfecture.

L'ensemble des départements d'Ile-de-France, à l'exception de l'Essonne, ont été placés lundi en vigilance orange inondation en raison de fortes crues, selon Météo France. 

Le préfet de police Michel Delpuech &quot;recommande aux Franciliens la plus grande vigilance à proximité des cours d'eau&quot;. 
La préfecture conseille aussi d'&quot;éviter de stocker des objets précieux ainsi que du matériel électrique dans les caves et autres lieux d'habitation situés en sous-sol&quot;. 

A Paris, la circulation est interdite au niveau du tunnel des Tuileries, entre le Pont du Garigliano et le Pont de Bir-Hakeim et la place Valhubert. Les voies sur berges piétonnes ont été fermées. 

La Brigade fluviale sensibilise les personnes habitant des péniches, et des maraudes auprès des personnes sans domicile sont effectuées. (avec AFP / Photos AFP)",Photo,,,"01/23/2018 02:49:46 AM"," ",105615,104486,0,175989,172600,0,3893,2437,2860,9,11,170806,103491,0,0,3751,0,0,0,0,0,0,0,0,0,0,81,1464,6,85,1464,6,825,1760,,,953,1907,,,4,7,,,2,7,,
169799706487474_1244709635663137,https://www.facebook.com/CGTNFrancais/posts/1244709635663137,"#TopCGTN Chez Toyota, #Macron vante ces « Français très innovants »
Le constructeur automobile japonais Toyota va investir 300 millions d'euros sur son site d'Onnaing, près de Valenciennes (Nord) et créer 700 emplois en CDI, a annoncé lundi Emmanuel Macron en visite sur place. &quot;Si Toyota décide d'investir 300 millions et créer 700 CDI ici, c’est parce que vous êtes bons&quot;, a dit le chef de l'Etat à des salariés de l'usine. Il veut faire de cette usine l'emblème du « Choose France ».",Photo,,,"01/23/2018 02:00:00 AM"," ",147544,145778,0,265120,261075,0,5933,3893,4690,20,20,258191,144379,0,0,5780,0,0,0,0,0,0,0,0,0,0,52,1998,22,53,2048,31,1709,2497,,,2013,2677,,,10,10,,,10,10,,
169799706487474_1244735675660533,https://www.facebook.com/CGTNFrancais/posts/1244735675660533,"CGTN Français est une chaîne de télévision chinoise francophone avec une vision internationale. Depuis 2004, elle diffuse 24 heures sur 24 et s’adresse à plus de 30 millions de téléspectateurs répartis parmi 87 pays.

CGTN Français recrute des francophones: 
Rédacteurs, journalistes et présentateurs 
Pour en savoir plus, vous pouvez abonner CGTN Français sur Facebook, Youtube et Twitter.
- Capacités générales requises :
Excellente maîtrise du français et de l'anglais, oral et écrit. La compétence du chinois mandarin oral et/ou écrit est un plus !
Connaissance des actualités chinoises et internationales 
Licence ou baccalauréat avec 5 ans d’expérience dans les médias ou master avec 2 années d’expérience dans les médias notamment dans une chaîne de télévision francophone ou tout autre type de média. 
Bonne présentation, personne dynamique et volontaire. 
- Capacités requises au Service Nouveaux Médias
Aptitude à rapidement repérer les informations qui susciteront un engouement sur les réseaux sociaux
Être au courant des derniers critères techniques de l’Internet ainsi que du milieu de l’information

Description du poste basé au siège de CGTN Français à Beijing: 
- Rédacteur 
Rédiger des articles ou des reportages 
Corriger des articles écrits par les collègues chinois 
Traduire et adapter des reportages à partir de l'anglais
- Rédacteur au Service Nouveaux Médias
Description du poste :
Excellent niveau de français : orthographe – grammaire – conjugaison – composition
Rédiger des articles sur les réseaux sociaux : Facebook, Youtube, Twitter, etc.
Corriger des articles écrits par les collègues chinois
Faire des reportages devant la caméra, parfois en direct
- Journaliste: 
Élaborer des thèmes, collaborer aux recherches et contribuer au script des reportages 
Faire des reportages et des interviews sur place, des narrations et des duplex
- Présentateur: 
Planifier, préparer et présenter le journal en direct
Mener des interviews avec des invités en studio lors d'émissions en direct
Collaborer aux émissions spéciales

Veuillez envoyer votre CV par email à cctvchainef@126.com
Les candidats sont invités à nous faire parvenir leur c.v. accompagné des vidéos de leurs précédentes réalisations, ou leurs reportages, stand-ups inclus.",Photo,,,"01/23/2018 01:29:01 AM"," ",87745,87086,0,158587,157470,0,2350,1512,1817,8,11,155750,86365,0,0,2288,0,0,0,0,0,0,0,0,0,0,14,931,5,14,950,6,656,951,,,793,1024,,,10,1,,,7,1,,
169799706487474_1244710018996432,https://www.facebook.com/CGTNFrancais/videos/1244710018996432/,"Culture Express 01/23",Video,,,"01/23/2018 01:00:31 AM"," ",25343,23521,0,42265,39452,0,2566,2009,2618,14,14,33268,18745,0,0,2357,10,10,0,0,5277,5460,0,0,10558,891501,39,713,105,52,1093,147,764,6,1575,,988,7,1623,,6,8,,,6,8,,
169799706487474_1244645699002864,https://www.facebook.com/CGTNFrancais/posts/1244645699002864,"La #Chine et le #Venezuela entendent renforcer leur partenariat stratégique global, ont déclaré lundi les ministres des Affaires étrangères des deux pays. Le chef de la diplomatie chinoise, #WangYi, et son homologue vénézuélien Jorge Arreaza ont eu un entretien en marge de la 2e réunion ministérielle du Forum Chine-#CEALC (Communauté d'Etats d'Amérique latine et des Caraïbes) à Santiago du Chili.",Photo,,,"01/22/2018 11:30:00 PM"," ",35223,34842,0,64744,63780,0,635,303,369,7,7,62984,34418,0,0,609,0,0,0,0,0,0,0,0,0,0,7,348,3,7,355,3,213,115,,,246,123,,,5,2,,,5,2,,
169799706487474_1244648569002577,https://www.facebook.com/CGTNFrancais/videos/1244648569002577/,"Le ministre chinois des Affaires étrangères #WangYi a déclaré que la Chine est prête à approfondir son partenariat stratégique global avec le Chili et à développer sa coopération avec l'Amérique Latine, dans le cadre de l'Initiative #CeintureEtRoute. Le ministre chinois des Affaires étrangères a fait cette remarque au cours d'une réunion avec le Président chilien élu Sebastian Pinera à Santiago. #LaCeintureEtLaRoute",Video,,,"01/22/2018 11:00:00 PM"," ",17592,17245,0,33347,32308,0,717,620,1079,4,4,31648,16848,0,0,645,85,92,0,0,1408,1541,0,0,3859,49577,9,115,2,10,120,2,565,2,295,,729,2,348,,1,3,,,1,3,,
169799706487474_1244644485669652,https://www.facebook.com/CGTNFrancais/posts/1244644485669652,"La présidente chilienne Michelle Bachelet a estimé que l'initiative &quot;#LaCeintureEtLaRoute&quot; constituait une nouvelle opportunité de développement pour l'#AmériqueLatine et que son pays était prêt à jouer un rôle positif dans la promotion d'efforts conjoints en faveur du succès de cette initiative chinoise. Ces dernières années, Beijing et Santiago ont conclu un partenariat stratégique global et mis à niveau un accord bilatéral de libre-échange, récoltant de nouveaux fruits dans le cadre d'une coopération mutuellement bénéfique dans plusieurs domaines, a-t-elle dit lors d'une rencontre avec le ministre chinois des Affaires étrangères, #WangYi, peu avant la 2e réunion ministérielle du Forum #Chine-#CEALC (Communauté d'Etats d'Amérique latine et des Caraïbes) à Santiago du Chili.",Photo,,,"01/22/2018 10:30:00 PM"," ",36103,35038,0,65166,62987,0,664,356,386,4,5,62407,34492,0,0,640,0,0,0,0,0,0,0,0,0,0,10,308,4,11,315,4,225,142,,,236,150,,,4,1,,,3,1,,
169799706487474_1244557699011664,https://www.facebook.com/CGTNFrancais/posts/1244557699011664,"La #Chine est prête à renforcer sa coopération avec les pays #caraïbes et travailler avec eux pour faire face aux défis tels que le changement climatique, a déclaré le ministre chinois des Affaires étrangères, #WangYi, peu avant la 2e réunion ministérielle du Forum Chine-CEALC (Communauté d'Etats d'Amérique latine et des Caraïbes) à Santiago du Chili. M. Wang s'exprimait à l'occasion d'une rencontre avec ses homologues de Grenade, d'Antigua-et-Barbuda, des Barbades, de Dominique, du Guyana, de Jamaïque, du Surinam, de Trinité-et-Tobago, ainsi que des représentants des Bahamas.",Photo,,,"01/22/2018 10:00:00 PM"," ",26958,26619,0,50301,49384,0,569,350,403,6,8,48684,26231,0,0,553,0,0,0,0,0,0,0,0,0,0,8,233,3,8,233,3,175,190,,,202,201,,,5,2,,1,3,2,,1
169799706487474_1244554679011966,https://www.facebook.com/CGTNFrancais/posts/1244554679011966,"Le Congrès #américain approuve le projet de loi visant à mettre fin au « shutdown »
Le Congrès américain a approuvé lundi un projet de loi sur les dépenses provisoires pour mettre fin à une fermeture du gouvernement qui a duré trois jours. Le projet de loi doit désormais être signé par le président Donald #Trump.",Photo,,,"01/22/2018 09:00:00 PM"," ",51978,49893,0,90366,87774,0,1328,850,947,10,10,86725,49008,0,0,1273,0,0,0,0,0,0,0,0,0,0,23,506,11,26,514,12,373,516,,,405,542,,,9,1,,,9,1,,
169799706487474_1244544045679696,https://www.facebook.com/CGTNFrancais/posts/1244544045679696,"#Davos2018 Donald #Trump a prévu de se rendre à Davos pour participer au Forum économique mondial 2018. Le cas échéant, il s’agirait d’un événement, puisqu'aucun président américain en exercice n’a plus participé à cette rencontre depuis Bill Clinton en 2000. Elle réunira cette année plus de 70 chefs d'État, des responsables d'organisations internationales, grands patrons et banquiers adeptes du libre-échange. Trump y plaidera-t-il sa cause de &quot;l'Amérique d'abord&quot; ?",Photo,,,"01/22/2018 08:00:00 PM"," ",52993,52241,0,92273,90683,0,1664,1088,1203,11,11,89508,51750,0,0,1601,0,0,0,0,0,0,0,0,0,0,25,620,13,26,626,15,568,544,,,618,585,,,6,5,,,6,5,,
169799706487474_1244547292346038,https://www.facebook.com/CGTNFrancais/videos/1244547292346038/,"#Davos2018 Les changements politiques et sociaux divisent l'#Europe et la fragilisent
« Créer un avenir partagé dans un monde fracturé » , tel est le thème du Forum économique mondial de cette année qui est sur le point de débuter en #Suisse. Les délégués n'ont pas à chercher bien longtemps un exemple, étant donné la division politique et sociale de l'Union européenne (#UE). Mais il reste à savoir si les fissures créées par la crise de l'euro s'élargissent ou s'améliorent à la suite de réformes et d'un rebond économique.",Video,,,"01/22/2018 07:00:01 PM"," ",29215,29012,0,50468,50018,0,1552,1410,2605,8,8,47977,27947,0,0,1456,53,54,0,0,5187,5528,0,0,6768,331454,21,171,3,22,172,5,1331,6,810,,1712,7,886,,3,5,,,3,5,,
169799706487474_1244536982347069,https://www.facebook.com/CGTNFrancais/posts/1244536982347069,"#Davos2018 La réunion annuelle du Forum Economique Mondial (FEM) sera inaugurée cet après-midi à 18h. Le forum se tiendra du 23 au 26 janvier à Davos, dans l'est de la #Suisse. « Créer un avenir partagé dans un monde fracturé », tel est le thème du Forum économique mondial de cette année.",Photo,,,"01/22/2018 05:59:51 PM"," ",35662,35407,0,65066,63635,0,979,662,761,7,7,62823,34994,0,0,940,0,0,0,0,0,0,0,0,0,0,15,337,2,15,341,2,210,485,,,250,511,,,4,2,,1,4,2,,1
169799706487474_1243713749096059,https://www.facebook.com/CGTNFrancais/posts/1243713749096059,"Si Noël est passé, le village du Père Noël, lui, est toujours là ! Le village du Père Noël est une destination touristique dédiée au Père Noël. Il se situe exactement sur le cercle polaire arctique, à moins d'une dizaine de kilomètres au nord-est de Rovaniemi en Finlande.",Photo,,,"01/22/2018 12:00:00 PM"," ",105460,102111,0,187322,181051,0,4203,2178,2665,10,11,179412,99948,0,0,3982,0,0,0,0,0,0,0,0,0,0,130,2130,27,135,2164,43,661,1634,,1,836,1828,,1,6,5,,,5,5,,
169799706487474_1243797602421007,https://www.facebook.com/CGTNFrancais/posts/1243797602421007,"#TopCGTN #Chongqing, surnommée 'la ville montagne', est très connue pour sa topographie variante, qui crée des paysages uniques et diverses architectures atypiques.",Photo,,,"01/22/2018 11:00:00 AM"," ",267507,251829,0,483297,453176,0,17905,13336,16300,15,15,449749,250463,0,0,16944,0,0,0,0,0,0,0,0,0,0,412,5305,35,428,5511,37,2411,12097,,,3301,12999,,,10,5,,,10,5,,
169799706487474_1243796369087797,https://www.facebook.com/CGTNFrancais/posts/1243796369087797,"#TopCGTN Vous connaissiez la peinture sur papier, ou encore sur sable ? Mais connaissiez-vous la peinture sur bosses de chameaux ?  Une artiste japonaise disposant de superbes compétences en matière de coupes de cheveux, a, à l'aide d'un petit ciseau, transformé un chameau en une véritable oeuvre d'art vivante.",Photo,,,"01/22/2018 10:00:01 AM"," ",231918,217979,0,408804,389533,0,18490,14658,16979,15,15,386372,215700,0,0,17608,0,0,0,0,0,0,0,0,0,0,276,4902,31,286,4905,37,2196,13353,,,2688,14291,,,5,9,1,,5,9,1,
169799706487474_1243796712421096,https://www.facebook.com/CGTNFrancais/posts/1243796712421096,"#TopCGTN Le #Chili va construire un grand vaisseau spatial, équipé du plus grand appareil photo numérique au monde avec 320 millions de pixels. Cet appareil photo, qui a la taille d'une voiture et pèse plus de 3 tonnes, capturera  800 images par nuit et nous fournira ainsi &quot;les images les plus profondes, les plus expansives de l'univers.&quot;",Photo,,,"01/22/2018 09:00:01 AM"," ",231655,217746,0,403123,374332,0,12887,8697,9958,16,16,371716,215367,0,0,12029,0,0,0,0,0,0,0,0,0,0,354,4734,38,373,4849,40,1988,7205,,,2408,7550,,,9,7,,,9,7,,
169799706487474_1243811365752964,https://www.facebook.com/CGTNFrancais/videos/1243811365752964/,"Le panda Erxi prend des bains froids presque tous les jours, même quand le temps et glacial. Erxi aime faire du sport et il prend un bain après chaque activité. Il est vraiment beaucoup plus propre que tous ses autres congénères！",Video,,,"01/22/2018 07:30:00 AM"," ",31826,30684,0,60661,59047,0,2279,2130,3768,5,5,57902,29893,0,0,2099,425,433,0,0,3532,3652,0,0,5249,60307,20,237,2,23,248,2,1917,51,1286,,2336,56,1376,,2,3,,,2,3,,
169799706487474_1243848682415899,https://www.facebook.com/CGTNFrancais/posts/1243848682415899,"Une première mondiale ! La start-up française Pragma Industries est la première entreprise à produire des vélos électriques à hydrogène ! 

Mis en service il y a environ un mois, à Saint-Lô, dans la Manche, le vélo Alpha de Pragma Industries peut rouler à peu près 100 kilomètres avec deux litres d'hydrogène. 

Cela ne prend que quelques minutes pour recharger le réservoir, beaucoup moins que pour recharger un vélo électrique. Un kilogramme d'hydrogène contient jusqu'à 600 fois plus d'énergie qu'un kilogramme de batterie lithium. 

A 9 200 US dollars (soit environ 7 531 euros) le vélo, et 36 000 US dollars (approximativement 29 469 euros) la station de recharge, les vélos sont trop chers pour les particuliers. C'est pourquoi Pragma Industries vise avant tout le marché des vélos partagés.

Selon la start-up, elle aurait déjà vendu près de 60 vélos Alpha à des municipalités françaises, et prévoit de produire 150 vélos de plus cette année pour répondre à la demande provenant d'Allemagne, d'Espagne, d'Italie, de Norvège et des Etats-Unis.",Photo,,,"01/22/2018 07:00:00 AM"," ",330787,307325,0,594499,543594,0,24203,16348,19611,22,22,540913,303438,0,0,23159,0,0,0,0,0,0,0,0,0,0,693,9557,85,745,9866,101,5269,12550,,,6234,13377,,,10,11,,1,10,11,,1
169799706487474_1243805422420225,https://www.facebook.com/CGTNFrancais/videos/1243805422420225/,"Wechat a ouvert son premier magasin sans personnel à Shanghai. C'est la première fois que le géant de l'internet chinois s'engage dans l'industrie de la vente au détail en self-service. Plus de 800 millions d'utilisateurs ont déjà lié leur compte en banque avec l'application.",Video,,,"01/22/2018 06:30:00 AM"," ",28962,27926,0,52316,50432,0,1655,1526,2860,3,3,48274,26568,0,0,1454,193,196,0,0,5218,5392,0,0,6333,94142,15,215,5,21,219,5,1388,19,861,,1846,20,994,,2,1,,,2,1,,
169799706487474_1243874092413358,https://www.facebook.com/CGTNFrancais/posts/1243874092413358,"Vous vous souvenez peut-être de ce garçon, âgé de 9 ans, qui avait bravé le froid pour se rendre à son examen de fin d'année, dont nous avions relaté l'histoire sur nos pages Facebook et Instagram. 

Élève de CE2 au sein d'une école du comté de Ludian, dans la ville de Zhaotong, au sein de la province du Yunnan, dans le sud-ouest de la Chine, ce garçon marche plus d'une heure chaque jour pour parcourir les 4,5 km qui séparent son domicile de l'école, avec une température extérieure de -9 degrés celcius.

Pour Wang Fuman, également connu sous le nom de &quot;Ice Boy&quot; sur les réseaux sociaux chinois, la vie s'améliore : il a vu se réaliser son rêve de visiter Beijing ! 

Son histoire avait touché les internautes à travers la Chine. Lors d'une interview, Wang avait dit qu'il voulait devenir un policier quand il serait grand, pour pouvoir aider les gens. Il avait également exprimé son désir de visiter la capitale chinoise.

Après avoir entendu parler du rêve de Wang, les enseignants et étudiants de l'Université populaire de la Sécurité Publique en Chine lui ont alors adressé une chaleureuse invitation à visiter leur campus.

Wang, qui n'avait jamais quitté sa ville natale, est arrivé avec son père vendredi après-midi, à Beijing, où ils ont passé le week-end.

Le père de Wang a également trouvé un emploi plus près de chez lui et la famille a reçu des dons de plus de 10 000 yuans (1276 euros) provenant de tout le pays. Les gens ont également envoyé à Wang et à sa soeur des vêtements d'hiver, des chaussures et des cahiers, a rapporté le China Daily.

Suite à l'histoire de Wang, la Fondation pour le développement de la jeunesse du Yunnan a lancé une campagne de dons publics pour les élèves dans les zones défavorisées de la province. Lundi, la fondation avait recueilli près de 2,8 millions de yuans (357 438 euros) de dons publics, selon le site officiel.",Photo,,,"01/22/2018 06:11:00 AM"," ",149454,144685,0,254576,247841,0,6779,4744,5910,20,20,245651,143253,0,0,6543,0,0,0,0,0,0,0,0,0,0,81,2332,34,85,2387,36,2761,2408,,,3292,2618,,,10,10,,,10,10,,
